t,DOY,hour,air_temperature_init,air_temperature_v1,PARi,soil_temperature_init,soil_temperature_v1,humidity,ambient_CO2,Wind,SRWC,air_temperature,soil_temperature
2471,90,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2472,90,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2473,90,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2474,90,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2475,91,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2476,91,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2477,91,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2478,91,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2479,91,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2480,91,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2481,91,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2482,91,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2483,91,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2484,91,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2485,91,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2486,91,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2487,91,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2488,91,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2489,91,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2490,91,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2491,91,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2492,91,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2493,91,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2494,91,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2495,91,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2496,91,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2497,91,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2498,91,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2499,91,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2500,91,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2501,91,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2502,91,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2503,91,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2504,91,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2505,91,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2506,91,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2507,91,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2508,91,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2509,91,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2510,91,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2511,91,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2512,91,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2513,91,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2514,91,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2515,91,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2516,91,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2517,91,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2518,91,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2519,91,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2520,91,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2521,91,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2522,91,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2523,92,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2524,92,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2525,92,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2526,92,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2527,92,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2528,92,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2529,92,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2530,92,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2531,92,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2532,92,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2533,92,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2534,92,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2535,92,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2536,92,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2537,92,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2538,92,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2539,92,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2540,92,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2541,92,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2542,92,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2543,92,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2544,92,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2545,92,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2546,92,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2547,93,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2548,93,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2549,93,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2550,93,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2551,93,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2552,93,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2553,93,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2554,93,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2555,93,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2556,93,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2557,93,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2558,93,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2559,93,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2560,93,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2561,93,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2562,93,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2563,93,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2564,93,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2565,93,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2566,93,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2567,93,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2568,93,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2569,93,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2570,93,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2571,94,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2572,94,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2573,94,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2574,94,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2575,94,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2576,94,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2577,94,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2578,94,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2579,94,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2580,94,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2581,94,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2582,94,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2583,94,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2584,94,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2585,94,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2586,94,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2587,94,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2588,94,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2589,94,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2590,94,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2591,94,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2592,94,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2593,94,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2594,94,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2595,95,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2596,95,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2597,95,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2598,95,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2599,95,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2600,95,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2601,95,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2602,95,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2603,95,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2604,95,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2605,95,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2606,95,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2607,95,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2608,95,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2609,95,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2610,95,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2611,95,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2612,95,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2613,95,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2614,95,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2615,95,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2616,95,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2617,95,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2618,95,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2619,96,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2620,96,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2621,96,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2622,96,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2623,96,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2624,96,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2625,96,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2626,96,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2627,96,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2628,96,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2629,96,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2630,96,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2631,96,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2632,96,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2633,96,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2634,96,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2635,96,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2636,96,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2637,96,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2638,96,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2639,96,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2640,96,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2641,96,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2642,96,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2643,97,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2644,97,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2645,97,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2646,97,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2647,97,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2648,97,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2649,97,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2650,97,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2651,97,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2652,97,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2653,97,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2654,97,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2655,97,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2656,97,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2657,97,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2658,97,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2659,97,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2660,97,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2661,97,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2662,97,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2663,97,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2664,97,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2665,97,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2666,97,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2667,98,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2668,98,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2669,98,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2670,98,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2671,98,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2672,98,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2673,98,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2674,98,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2675,98,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2676,98,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2677,98,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2678,98,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2679,98,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2680,98,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2681,98,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2682,98,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2683,98,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2684,98,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2685,98,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2686,98,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2687,98,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2688,98,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2689,98,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2690,98,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2691,99,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2692,99,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2693,99,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2694,99,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2695,99,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2696,99,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2697,99,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2698,99,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2699,99,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2700,99,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2701,99,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2702,99,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2703,99,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2704,99,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2705,99,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2706,99,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2707,99,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2708,99,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2709,99,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2710,99,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2711,99,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2712,99,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2713,99,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2714,99,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2715,100,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2716,100,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2717,100,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2718,100,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2719,100,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2720,100,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2721,100,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2722,100,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2723,100,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2724,100,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2725,100,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2726,100,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2727,100,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2728,100,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2729,100,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2730,100,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2731,100,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2732,100,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2733,100,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2734,100,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2735,100,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2736,100,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2737,100,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2738,100,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2739,101,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2740,101,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2741,101,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2742,101,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2743,101,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2744,101,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2745,101,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2746,101,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2747,101,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2748,101,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2749,101,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2750,101,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2751,101,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2752,101,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2753,101,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2754,101,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2755,101,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2756,101,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2757,101,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2758,101,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2759,101,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2760,101,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2761,101,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2762,101,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2763,102,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2764,102,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2765,102,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2766,102,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2767,102,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2768,102,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2769,102,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2770,102,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2771,102,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2772,102,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2773,102,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2774,102,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2775,102,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2776,102,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2777,102,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2778,102,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2779,102,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2780,102,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2781,102,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2782,102,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2783,102,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2784,102,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2785,102,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2786,102,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2787,103,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2788,103,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2789,103,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2790,103,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2791,103,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2792,103,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2793,103,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2794,103,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2795,103,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2796,103,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2797,103,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2798,103,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2799,103,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2800,103,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2801,103,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2802,103,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2803,103,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2804,103,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2805,103,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2806,103,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2807,103,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2808,103,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2809,103,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2810,103,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2811,104,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2812,104,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2813,104,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2814,104,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2815,104,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2816,104,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2817,104,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2818,104,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2819,104,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2820,104,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2821,104,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2822,104,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2823,104,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2824,104,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2825,104,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2826,104,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2827,104,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2828,104,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2829,104,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2830,104,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2831,104,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2832,104,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
2833,104,23,4.4,15,0,5.466,14,0.8,400,2,85,16,18
2834,104,24,4.3,15,0,5.445,14,0.8,400,2,85,15,19
2835,105,1,4.5,15,0,5.385,14,0.8,400,2,85,15,20
2836,105,2,4.5,15,0,5.346,14,0.8,400,2,85,15,20
2837,105,3,5.1,15,0,5.347,14,0.8,400,2,85,15,20
2838,105,4,5.5,15,0,5.401,14,0.8,400,2,85,15,20
2839,105,5,5.8,15,0,5.489,14,0.8,400,2,85,15,20
2840,105,6,6.2,15,0,5.6,14,0.8,400,2,85,16,19
2841,105,7,6.6,20,0,5.712,19,0.8,400,2,85,17,18
2842,105,8,7.1,20,11.22222222,5.84,19,0.8,400,2,85,18,17
2843,105,9,7.2,20,269.3333333,6.001,19,0.8,400,2,85,19,16
2844,105,10,7.7,20,448.8888889,6.203,19,0.8,400,2,85,20,15
2845,105,11,7.6,20,606,6.433,19,0.8,400,2,85,20,15
2846,105,12,5.2,20,740.6666667,5.84,19,0.8,400,2,85,20,15
2847,105,13,5.6,20,729.4444444,6.264,19,0.8,400,2,85,20,15
2848,105,14,4.8,20,606,5.415,19,0.8,400,2,85,20,15
2849,105,15,3.6,20,381.5555556,6.223,19,0.8,400,2,85,20,15
2850,105,16,3.5,20,101,5.957,19,0.8,400,2,85,20,15
2851,105,17,3.6,20,0,5.733,19,0.8,400,2,85,20,15
2852,105,18,3.7,20,0,5.59,19,0.8,400,2,85,20,15
2853,105,19,3.9,20,0,5.511,19,0.8,400,2,85,20,15
2854,105,20,3.9,20,0,5.48,19,0.8,400,2,85,19,15
2855,105,21,4.4,20,0,5.455,19,0.8,400,2,85,18,16
2856,105,22,4.7,20,0,5.45,19,0.8,400,2,85,17,17
